,YYYYMMDD,DR,RH,RHX
29215,20100126,0.0,0.0,0.0
29216,20100127,39.0,39.0,15.0
29217,20100128,10.0,13.0,10.0
29218,20100129,140.0,85.0,12.0
29219,20100130,53.0,75.0,28.0
29220,20100131,1.0,1.0,1.0
29221,20100201,27.0,31.0,10.0
29222,20100202,130.0,182.0,34.0
29223,20100203,13.0,3.0,2.0
29224,20100204,44.0,23.0,8.0
29225,20100205,42.0,11.0,3.0
29226,20100206,0.0,-1.0,-1.0
29227,20100207,0.0,0.0,0.0
29228,20100208,0.0,0.0,0.0
29229,20100209,0.0,-1.0,-1.0
29230,20100210,55.0,17.0,7.0
29231,20100211,0.0,-1.0,-1.0
29232,20100212,0.0,0.0,0.0
29233,20100213,0.0,-1.0,-1.0
29234,20100214,31.0,5.0,1.0
29235,20100215,29.0,5.0,1.0
29236,20100216,3.0,1.0,1.0
29237,20100217,6.0,1.0,1.0
29238,20100218,10.0,7.0,3.0
29239,20100219,5.0,2.0,2.0
29240,20100220,4.0,2.0,1.0
29241,20100221,50.0,39.0,15.0
29242,20100222,143.0,131.0,15.0
29243,20100223,27.0,5.0,3.0
29244,20100224,33.0,18.0,6.0
29245,20100225,81.0,53.0,15.0
29246,20100226,16.0,11.0,7.0
29247,20100227,41.0,21.0,11.0
29248,20100228,163.0,202.0,31.0
29249,20100301,45.0,27.0,8.0
29250,20100302,0.0,0.0,0.0
29251,20100303,0.0,0.0,0.0
29252,20100304,0.0,0.0,0.0
29253,20100305,72.0,56.0,17.0
29254,20100306,4.0,2.0,2.0
29255,20100307,0.0,0.0,0.0
29256,20100308,45.0,9.0,2.0
29257,20100309,0.0,0.0,0.0
29258,20100310,0.0,0.0,0.0
29259,20100311,0.0,-1.0,-1.0
29260,20100312,0.0,-1.0,-1.0
29261,20100313,6.0,1.0,1.0
29262,20100314,0.0,-1.0,-1.0
29263,20100315,91.0,101.0,19.0
29264,20100316,5.0,2.0,2.0
29265,20100317,0.0,0.0,0.0
29266,20100318,0.0,0.0,0.0
29267,20100319,35.0,26.0,13.0
29268,20100320,83.0,205.0,91.0
29269,20100321,8.0,3.0,2.0
29270,20100322,0.0,-1.0,-1.0
29271,20100323,0.0,-1.0,-1.0
29272,20100324,0.0,0.0,0.0
29273,20100325,11.0,7.0,6.0
29274,20100326,8.0,15.0,11.0
29275,20100327,4.0,6.0,5.0
29276,20100328,5.0,4.0,4.0
29277,20100329,56.0,32.0,10.0
29278,20100330,32.0,29.0,12.0
29279,20100331,35.0,21.0,7.0
29280,20100401,26.0,30.0,7.0
29281,20100402,10.0,15.0,15.0
29282,20100403,60.0,86.0,20.0
29283,20100404,40.0,36.0,9.0
29284,20100405,0.0,-1.0,-1.0
29285,20100406,0.0,0.0,0.0
29286,20100407,8.0,2.0,2.0
29287,20100408,51.0,10.0,3.0
29288,20100409,0.0,0.0,0.0
29289,20100410,0.0,0.0,0.0
29290,20100411,0.0,0.0,0.0
29291,20100412,0.0,0.0,0.0
29292,20100413,0.0,0.0,0.0
29293,20100414,0.0,0.0,0.0
29294,20100415,0.0,0.0,0.0
29295,20100416,0.0,0.0,0.0
29296,20100417,0.0,0.0,0.0
29297,20100418,0.0,0.0,0.0
29298,20100419,0.0,0.0,0.0
29299,20100420,0.0,-1.0,-1.0
29300,20100421,0.0,-1.0,-1.0
29301,20100422,0.0,-1.0,-1.0
29302,20100423,0.0,0.0,0.0
29303,20100424,0.0,0.0,0.0
29304,20100425,6.0,1.0,1.0
29305,20100426,0.0,0.0,0.0
29306,20100427,0.0,0.0,0.0
29307,20100428,0.0,0.0,0.0
29308,20100429,19.0,62.0,33.0
29309,20100430,37.0,66.0,41.0
29310,20100501,29.0,61.0,30.0
29311,20100502,126.0,183.0,32.0
29312,20100503,150.0,74.0,12.0
29313,20100504,0.0,0.0,0.0
29314,20100505,0.0,0.0,0.0
29315,20100506,0.0,0.0,0.0
29316,20100507,17.0,4.0,2.0
29317,20100508,3.0,1.0,1.0
29318,20100509,0.0,0.0,0.0
29319,20100510,0.0,-1.0,-1.0
29320,20100511,86.0,75.0,13.0
29321,20100512,101.0,87.0,17.0
29322,20100513,54.0,15.0,4.0
29323,20100514,0.0,0.0,0.0
29324,20100515,0.0,0.0,0.0
29325,20100516,0.0,-1.0,-1.0
29326,20100517,14.0,7.0,4.0
29327,20100518,0.0,0.0,0.0
29328,20100519,0.0,0.0,0.0
29329,20100520,0.0,0.0,0.0
29330,20100521,0.0,0.0,0.0
29331,20100522,0.0,0.0,0.0
29332,20100523,0.0,0.0,0.0
29333,20100524,0.0,0.0,0.0
29334,20100525,0.0,0.0,0.0
29335,20100526,0.0,-1.0,-1.0
29336,20100527,15.0,7.0,4.0
29337,20100528,0.0,0.0,0.0
29338,20100529,45.0,34.0,13.0
29339,20100530,90.0,112.0,29.0
29340,20100531,0.0,-1.0,-1.0
29341,20100601,0.0,0.0,0.0
29342,20100602,0.0,0.0,0.0
29343,20100603,0.0,0.0,0.0
29344,20100604,0.0,0.0,0.0
29345,20100605,0.0,0.0,0.0
29346,20100606,11.0,11.0,7.0
29347,20100607,0.0,0.0,0.0
29348,20100608,31.0,129.0,68.0
29349,20100609,66.0,18.0,4.0
29350,20100610,23.0,16.0,9.0
29351,20100611,0.0,-1.0,-1.0
29352,20100612,0.0,0.0,0.0
29353,20100613,0.0,0.0,0.0
29354,20100614,0.0,0.0,0.0
29355,20100615,0.0,0.0,0.0
29356,20100616,0.0,0.0,0.0
29357,20100617,0.0,0.0,0.0
29358,20100618,0.0,-1.0,-1.0
29359,20100619,11.0,5.0,2.0
29360,20100620,0.0,-1.0,-1.0
29361,20100621,0.0,0.0,0.0
29362,20100622,0.0,0.0,0.0
29363,20100623,0.0,0.0,0.0
29364,20100624,0.0,0.0,0.0
29365,20100625,0.0,0.0,0.0
29366,20100626,0.0,0.0,0.0
29367,20100627,0.0,0.0,0.0
29368,20100628,0.0,0.0,0.0
29369,20100629,7.0,3.0,2.0
29370,20100630,0.0,0.0,0.0
29371,20100701,0.0,0.0,0.0
29372,20100702,0.0,0.0,0.0
29373,20100703,26.0,55.0,44.0
29374,20100704,0.0,0.0,0.0
29375,20100705,0.0,-1.0,-1.0
29376,20100706,0.0,0.0,0.0
29377,20100707,0.0,0.0,0.0
29378,20100708,0.0,0.0,0.0
29379,20100709,0.0,0.0,0.0
29380,20100710,24.0,296.0,195.0
29381,20100711,5.0,18.0,15.0
29382,20100712,10.0,25.0,15.0
29383,20100713,0.0,0.0,0.0
29384,20100714,20.0,150.0,99.0
29385,20100715,0.0,-1.0,-1.0
29386,20100716,18.0,21.0,19.0
29387,20100717,7.0,12.0,6.0
29388,20100718,0.0,0.0,0.0
29389,20100719,0.0,0.0,0.0
29390,20100720,0.0,0.0,0.0
29391,20100721,0.0,-1.0,-1.0
29392,20100722,2.0,6.0,6.0
29393,20100723,0.0,-1.0,-1.0
29394,20100724,0.0,0.0,0.0
29395,20100725,17.0,12.0,5.0
29396,20100726,42.0,61.0,24.0
29397,20100727,15.0,15.0,11.0
29398,20100728,30.0,81.0,66.0
29399,20100729,13.0,10.0,6.0
29400,20100730,0.0,-1.0,-1.0
29401,20100731,14.0,10.0,6.0
29402,20100801,4.0,1.0,1.0
29403,20100802,14.0,26.0,20.0
29404,20100803,0.0,0.0,0.0
29405,20100804,21.0,32.0,26.0
29406,20100805,1.0,1.0,1.0
29407,20100806,0.0,0.0,0.0
29408,20100807,36.0,25.0,11.0
29409,20100808,7.0,6.0,3.0
29410,20100809,6.0,14.0,14.0
29411,20100810,22.0,20.0,17.0
29412,20100811,10.0,6.0,4.0
29413,20100812,5.0,5.0,5.0
29414,20100813,0.0,0.0,0.0
29415,20100814,0.0,0.0,0.0
29416,20100815,50.0,189.0,59.0
29417,20100816,25.0,35.0,23.0
29418,20100817,19.0,7.0,4.0
29419,20100818,14.0,27.0,23.0
29420,20100819,0.0,-1.0,-1.0
29421,20100820,0.0,0.0,0.0
29422,20100821,0.0,0.0,0.0
29423,20100822,0.0,-1.0,-1.0
29424,20100823,58.0,132.0,70.0
29425,20100824,14.0,20.0,13.0
29426,20100825,57.0,64.0,23.0
29427,20100826,183.0,506.0,130.0
29428,20100827,55.0,30.0,12.0
29429,20100828,31.0,56.0,22.0
29430,20100829,112.0,256.0,64.0
29431,20100830,59.0,95.0,25.0
29432,20100831,0.0,0.0,0.0
29433,20100901,0.0,0.0,0.0
29434,20100902,0.0,-1.0,-1.0
29435,20100903,0.0,0.0,0.0
29436,20100904,0.0,0.0,0.0
29437,20100905,0.0,0.0,0.0
29438,20100906,0.0,0.0,0.0
29439,20100907,63.0,121.0,65.0
29440,20100908,37.0,42.0,18.0
29441,20100909,0.0,-1.0,-1.0
29442,20100910,18.0,13.0,12.0
29443,20100911,0.0,0.0,0.0
29444,20100912,27.0,8.0,4.0
29445,20100913,4.0,1.0,1.0
29446,20100914,176.0,219.0,64.0
29447,20100915,41.0,66.0,48.0
29448,20100916,35.0,63.0,16.0
29449,20100917,41.0,27.0,7.0
29450,20100918,0.0,-1.0,-1.0
29451,20100919,0.0,-1.0,-1.0
29452,20100920,0.0,-1.0,-1.0
29453,20100921,0.0,0.0,0.0
29454,20100922,0.0,0.0,0.0
29455,20100923,35.0,226.0,171.0
29456,20100924,10.0,11.0,7.0
29457,20100925,6.0,8.0,8.0
29458,20100926,0.0,0.0,0.0
29459,20100927,122.0,55.0,11.0
29460,20100928,7.0,1.0,1.0
29461,20100929,0.0,0.0,0.0
29462,20100930,65.0,42.0,10.0
29463,20101001,40.0,42.0,22.0
29464,20101002,90.0,78.0,29.0
29465,20101003,0.0,0.0,0.0
29466,20101004,0.0,0.0,0.0
29467,20101005,0.0,0.0,0.0
29468,20101006,46.0,17.0,6.0
29469,20101007,0.0,0.0,0.0
29470,20101008,0.0,0.0,0.0
29471,20101009,0.0,0.0,0.0
29472,20101010,0.0,0.0,0.0
29473,20101011,0.0,0.0,0.0
29474,20101012,0.0,0.0,0.0
29475,20101013,0.0,0.0,0.0
29476,20101014,0.0,-1.0,-1.0
29477,20101015,89.0,92.0,20.0
29478,20101016,0.0,-1.0,-1.0
29479,20101017,0.0,0.0,0.0
29480,20101018,7.0,10.0,10.0
29481,20101019,120.0,324.0,91.0
29482,20101020,74.0,122.0,24.0
29483,20101021,8.0,6.0,4.0
29484,20101022,0.0,-1.0,-1.0
29485,20101023,64.0,60.0,15.0
29486,20101024,18.0,41.0,14.0
29487,20101025,0.0,-1.0,-1.0
29488,20101026,24.0,12.0,9.0
29489,20101027,78.0,66.0,26.0
29490,20101028,0.0,-1.0,-1.0
29491,20101029,0.0,0.0,0.0
29492,20101030,9.0,3.0,3.0
29493,20101031,34.0,9.0,4.0
29494,20101101,0.0,0.0,0.0
29495,20101102,21.0,7.0,3.0
29496,20101103,80.0,58.0,13.0
29497,20101104,0.0,-1.0,-1.0
29498,20101105,125.0,205.0,85.0
29499,20101106,93.0,111.0,29.0
29500,20101107,37.0,62.0,22.0
29501,20101108,9.0,3.0,3.0
29502,20101109,53.0,26.0,6.0
29503,20101110,75.0,92.0,36.0
29504,20101111,67.0,129.0,63.0
29505,20101112,56.0,43.0,10.0
29506,20101113,28.0,13.0,4.0
29507,20101114,104.0,58.0,10.0
29508,20101115,0.0,-1.0,-1.0
29509,20101116,0.0,0.0,0.0
29510,20101117,0.0,-1.0,-1.0
29511,20101118,0.0,-1.0,-1.0
29512,20101119,12.0,9.0,8.0
29513,20101120,0.0,0.0,0.0
29514,20101121,0.0,0.0,0.0
29515,20101122,0.0,0.0,0.0
29516,20101123,0.0,-1.0,-1.0
29517,20101124,0.0,-1.0,-1.0
29518,20101125,0.0,-1.0,-1.0
29519,20101126,0.0,0.0,0.0
29520,20101127,6.0,1.0,1.0
29521,20101128,0.0,0.0,0.0
29522,20101129,46.0,17.0,8.0
29523,20101130,0.0,-1.0,-1.0
29524,20101201,0.0,-1.0,-1.0
29525,20101202,68.0,14.0,3.0
29526,20101203,14.0,4.0,2.0
29527,20101204,92.0,44.0,7.0
29528,20101205,59.0,28.0,10.0
29529,20101206,0.0,0.0,0.0
29530,20101207,0.0,0.0,0.0
29531,20101208,0.0,-1.0,-1.0
29532,20101209,24.0,25.0,10.0
29533,20101210,3.0,1.0,1.0
29534,20101211,11.0,4.0,3.0
29535,20101212,6.0,8.0,6.0
29536,20101213,6.0,1.0,1.0
29537,20101214,0.0,0.0,0.0
29538,20101215,22.0,21.0,14.0
29539,20101216,89.0,124.0,30.0
29540,20101217,41.0,24.0,8.0
29541,20101218,20.0,36.0,22.0
29542,20101219,45.0,64.0,29.0
29543,20101220,0.0,-1.0,-1.0
29544,20101221,4.0,1.0,1.0
29545,20101222,0.0,-1.0,-1.0
29546,20101223,28.0,5.0,2.0
29547,20101224,0.0,0.0,0.0
29548,20101225,3.0,1.0,1.0
29549,20101226,17.0,18.0,8.0
29550,20101227,0.0,0.0,0.0
29551,20101228,4.0,1.0,1.0
29552,20101229,0.0,-1.0,-1.0
29553,20101230,0.0,0.0,0.0
29554,20101231,33.0,7.0,2.0
29555,20110101,15.0,6.0,3.0
29556,20110102,0.0,-1.0,-1.0
29557,20110103,4.0,1.0,1.0
29558,20110104,0.0,-1.0,-1.0
29559,20110105,14.0,5.0,4.0
29560,20110106,168.0,155.0,29.0
29561,20110107,16.0,5.0,2.0
29562,20110108,46.0,48.0,20.0
29563,20110109,0.0,0.0,0.0
29564,20110110,0.0,0.0,0.0
29565,20110111,43.0,21.0,10.0
29566,20110112,136.0,105.0,13.0
29567,20110113,123.0,125.0,21.0
29568,20110114,174.0,193.0,33.0
29569,20110115,0.0,-1.0,-1.0
29570,20110116,0.0,0.0,0.0
29571,20110117,14.0,5.0,3.0
29572,20110118,63.0,108.0,51.0
29573,20110119,13.0,16.0,14.0
29574,20110120,0.0,-1.0,-1.0
29575,20110121,0.0,-1.0,-1.0
29576,20110122,9.0,3.0,2.0
29577,20110123,10.0,3.0,2.0
29578,20110124,33.0,14.0,4.0
29579,20110125,46.0,54.0,19.0
29580,20110126,0.0,-1.0,-1.0
29581,20110127,0.0,0.0,0.0
29582,20110128,0.0,0.0,0.0
29583,20110129,0.0,0.0,0.0
29584,20110130,0.0,0.0,0.0
29585,20110131,0.0,0.0,0.0
29586,20110201,11.0,9.0,8.0
29587,20110202,10.0,12.0,12.0
29588,20110203,23.0,20.0,17.0
29589,20110204,30.0,6.0,2.0
29590,20110205,0.0,0.0,0.0
29591,20110206,0.0,0.0,0.0
29592,20110207,0.0,0.0,0.0
29593,20110208,0.0,0.0,0.0
29594,20110209,0.0,0.0,0.0
29595,20110210,79.0,91.0,22.0
29596,20110211,54.0,21.0,6.0
29597,20110212,97.0,124.0,35.0
29598,20110213,0.0,0.0,0.0
29599,20110214,32.0,11.0,5.0
29600,20110215,5.0,6.0,6.0
29601,20110216,6.0,2.0,2.0
29602,20110217,0.0,0.0,0.0
29603,20110218,0.0,0.0,0.0
29604,20110219,0.0,0.0,0.0
29605,20110220,0.0,0.0,0.0
29606,20110221,0.0,0.0,0.0
29607,20110222,0.0,0.0,0.0
29608,20110223,76.0,38.0,9.0
29609,20110224,39.0,13.0,7.0
29610,20110225,3.0,1.0,1.0
29611,20110226,90.0,68.0,21.0
29612,20110227,186.0,196.0,22.0
29613,20110228,37.0,14.0,8.0
29614,20110301,0.0,0.0,0.0
29615,20110302,0.0,0.0,0.0
29616,20110303,0.0,0.0,0.0
29617,20110304,0.0,0.0,0.0
29618,20110305,0.0,0.0,0.0
29619,20110306,0.0,0.0,0.0
29620,20110307,0.0,0.0,0.0
29621,20110308,0.0,0.0,0.0
29622,20110309,13.0,12.0,9.0
29623,20110310,1.0,1.0,1.0
29624,20110311,0.0,-1.0,-1.0
29625,20110312,0.0,-1.0,-1.0
29626,20110313,30.0,13.0,6.0
29627,20110314,30.0,29.0,15.0
29628,20110315,0.0,0.0,0.0
29629,20110316,0.0,0.0,0.0
29630,20110317,0.0,-1.0,-1.0
29631,20110318,78.0,113.0,42.0
29632,20110319,0.0,0.0,0.0
29633,20110320,0.0,0.0,0.0
29634,20110321,0.0,0.0,0.0
29635,20110322,0.0,0.0,0.0
29636,20110323,0.0,0.0,0.0
29637,20110324,0.0,0.0,0.0
29638,20110325,0.0,0.0,0.0
29639,20110326,0.0,-1.0,-1.0
29640,20110327,0.0,0.0,0.0
29641,20110328,0.0,0.0,0.0
29642,20110329,0.0,0.0,0.0
29643,20110330,11.0,18.0,15.0
29644,20110331,50.0,55.0,16.0
29645,20110401,0.0,0.0,0.0
29646,20110402,1.0,1.0,1.0
29647,20110403,7.0,15.0,10.0
29648,20110404,0.0,0.0,0.0
29649,20110405,0.0,-1.0,-1.0
29650,20110406,0.0,0.0,0.0
29651,20110407,0.0,0.0,0.0
29652,20110408,0.0,0.0,0.0
29653,20110409,0.0,0.0,0.0
29654,20110410,0.0,0.0,0.0
29655,20110411,22.0,49.0,21.0
29656,20110412,7.0,7.0,3.0
29657,20110413,0.0,0.0,0.0
29658,20110414,0.0,0.0,0.0
29659,20110415,0.0,0.0,0.0
29660,20110416,0.0,-1.0,-1.0
29661,20110417,0.0,0.0,0.0
29662,20110418,0.0,0.0,0.0
29663,20110419,0.0,0.0,0.0
29664,20110420,0.0,0.0,0.0
29665,20110421,0.0,0.0,0.0
29666,20110422,0.0,0.0,0.0
29667,20110423,0.0,0.0,0.0
29668,20110424,0.0,0.0,0.0
29669,20110425,0.0,0.0,0.0
29670,20110426,0.0,0.0,0.0
29671,20110427,0.0,-1.0,-1.0
29672,20110428,10.0,10.0,9.0
29673,20110429,0.0,-1.0,-1.0
29674,20110430,0.0,0.0,0.0
29675,20110501,0.0,0.0,0.0
29676,20110502,0.0,0.0,0.0
29677,20110503,0.0,0.0,0.0
29678,20110504,0.0,0.0,0.0
29679,20110505,0.0,0.0,0.0
29680,20110506,0.0,0.0,0.0
29681,20110507,0.0,0.0,0.0
29682,20110508,0.0,-1.0,-1.0
29683,20110509,6.0,4.0,3.0
29684,20110510,25.0,49.0,41.0
29685,20110511,0.0,0.0,0.0
29686,20110512,0.0,0.0,0.0
29687,20110513,0.0,0.0,0.0
29688,20110514,0.0,-1.0,-1.0
29689,20110515,4.0,22.0,15.0
29690,20110516,67.0,50.0,16.0
29691,20110517,12.0,5.0,4.0
29692,20110518,0.0,0.0,0.0
29693,20110519,50.0,13.0,4.0
29694,20110520,0.0,0.0,0.0
29695,20110521,0.0,0.0,0.0
29696,20110522,26.0,73.0,31.0
29697,20110523,0.0,0.0,0.0
29698,20110524,0.0,0.0,0.0
29699,20110525,0.0,0.0,0.0
29700,20110526,17.0,28.0,21.0
29701,20110527,10.0,18.0,16.0
29702,20110528,17.0,8.0,5.0
29703,20110529,0.0,-1.0,-1.0
29704,20110530,3.0,1.0,1.0
29705,20110531,33.0,34.0,13.0
29706,20110601,0.0,0.0,0.0
29707,20110602,0.0,0.0,0.0
29708,20110603,0.0,0.0,0.0
29709,20110604,0.0,0.0,0.0
29710,20110605,22.0,20.0,12.0
29711,20110606,49.0,74.0,37.0
29712,20110607,20.0,33.0,17.0
29713,20110608,43.0,21.0,7.0
29714,20110609,4.0,1.0,1.0
29715,20110610,34.0,45.0,28.0
29716,20110611,17.0,53.0,35.0
29717,20110612,0.0,-1.0,-1.0
29718,20110613,13.0,17.0,11.0
29719,20110614,0.0,0.0,0.0
29720,20110615,2.0,1.0,1.0
29721,20110616,89.0,249.0,43.0
29722,20110617,25.0,33.0,21.0
29723,20110618,79.0,130.0,48.0
29724,20110619,64.0,64.0,23.0
29725,20110620,0.0,-1.0,-1.0
29726,20110621,14.0,10.0,5.0
29727,20110622,3.0,2.0,2.0
29728,20110623,12.0,25.0,24.0
29729,20110624,4.0,4.0,3.0
29730,20110625,114.0,51.0,8.0
29731,20110626,4.0,1.0,1.0
29732,20110627,0.0,0.0,0.0
29733,20110628,38.0,288.0,217.0
29734,20110629,10.0,22.0,22.0
29735,20110630,0.0,0.0,0.0
29736,20110701,12.0,15.0,5.0
29737,20110702,0.0,0.0,0.0
29738,20110703,0.0,0.0,0.0
29739,20110704,0.0,0.0,0.0
29740,20110705,0.0,0.0,0.0
29741,20110706,7.0,9.0,9.0
29742,20110707,0.0,0.0,0.0
29743,20110708,0.0,-1.0,-1.0
29744,20110709,34.0,49.0,23.0
29745,20110710,0.0,0.0,0.0
29746,20110711,0.0,0.0,0.0
29747,20110712,65.0,589.0,275.0
29748,20110713,139.0,43.0,6.0
29749,20110714,205.0,475.0,75.0
29750,20110715,22.0,22.0,14.0
29751,20110716,105.0,150.0,38.0
29752,20110717,24.0,30.0,18.0
29753,20110718,61.0,29.0,5.0
29754,20110719,0.0,-1.0,-1.0
29755,20110720,10.0,32.0,32.0
29756,20110721,0.0,0.0,0.0
29757,20110722,0.0,-1.0,-1.0
29758,20110723,60.0,88.0,38.0
29759,20110724,177.0,250.0,36.0
29760,20110725,0.0,-1.0,-1.0
29761,20110726,34.0,12.0,3.0
29762,20110727,0.0,0.0,0.0
29763,20110728,0.0,0.0,0.0
29764,20110729,0.0,-1.0,-1.0
29765,20110730,0.0,-1.0,-1.0
29766,20110731,0.0,0.0,0.0
29767,20110801,0.0,0.0,0.0
29768,20110802,0.0,0.0,0.0
29769,20110803,5.0,1.0,1.0
29770,20110804,52.0,29.0,10.0
29771,20110805,0.0,0.0,0.0
29772,20110806,45.0,85.0,21.0
29773,20110807,2.0,1.0,1.0
29774,20110808,63.0,84.0,38.0
29775,20110809,2.0,6.0,6.0
29776,20110810,7.0,4.0,3.0
29777,20110811,16.0,30.0,22.0
29778,20110812,8.0,3.0,2.0
29779,20110813,30.0,34.0,18.0
29780,20110814,75.0,149.0,46.0
29781,20110815,0.0,0.0,0.0
29782,20110816,0.0,-1.0,-1.0
29783,20110817,0.0,-1.0,-1.0
29784,20110818,33.0,79.0,46.0
29785,20110819,14.0,4.0,3.0
29786,20110820,0.0,0.0,0.0
29787,20110821,0.0,-1.0,-1.0
29788,20110822,22.0,22.0,17.0
29789,20110823,70.0,76.0,21.0
29790,20110824,8.0,4.0,2.0
29791,20110825,6.0,45.0,45.0
29792,20110826,31.0,24.0,11.0
29793,20110827,45.0,82.0,34.0
29794,20110828,80.0,173.0,44.0
29795,20110829,5.0,3.0,2.0
29796,20110830,5.0,17.0,17.0
29797,20110831,1.0,1.0,1.0
29798,20110901,0.0,0.0,0.0
29799,20110902,0.0,0.0,0.0
29800,20110903,1.0,1.0,1.0
29801,20110904,37.0,136.0,50.0
29802,20110905,10.0,37.0,28.0
29803,20110906,130.0,270.0,127.0
29804,20110907,46.0,79.0,31.0
29805,20110908,75.0,99.0,31.0
29806,20110909,0.0,-1.0,-1.0
29807,20110910,20.0,118.0,111.0
29808,20110911,14.0,52.0,27.0
29809,20110912,9.0,7.0,4.0
29810,20110913,20.0,53.0,26.0
29811,20110914,0.0,0.0,0.0
29812,20110915,0.0,0.0,0.0
29813,20110916,2.0,2.0,2.0
29814,20110917,13.0,9.0,4.0
29815,20110918,10.0,11.0,10.0
29816,20110919,0.0,-1.0,-1.0
29817,20110920,0.0,0.0,0.0
29818,20110921,0.0,-1.0,-1.0
29819,20110922,1.0,1.0,1.0
29820,20110923,0.0,-1.0,-1.0
29821,20110924,0.0,0.0,0.0
29822,20110925,0.0,0.0,0.0
29823,20110926,18.0,16.0,12.0
29824,20110927,0.0,0.0,0.0
29825,20110928,0.0,0.0,0.0
29826,20110929,0.0,0.0,0.0
29827,20110930,0.0,0.0,0.0
29828,20111001,0.0,0.0,0.0
29829,20111002,0.0,0.0,0.0
29830,20111003,0.0,0.0,0.0
29831,20111004,0.0,-1.0,-1.0
29832,20111005,0.0,-1.0,-1.0
29833,20111006,46.0,87.0,29.0
29834,20111007,96.0,131.0,26.0
29835,20111008,20.0,45.0,17.0
29836,20111009,77.0,49.0,14.0
29837,20111010,10.0,3.0,2.0
29838,20111011,48.0,25.0,8.0
29839,20111012,165.0,155.0,19.0
29840,20111013,0.0,0.0,0.0
29841,20111014,0.0,0.0,0.0
29842,20111015,0.0,0.0,0.0
29843,20111016,0.0,0.0,0.0
29844,20111017,0.0,0.0,0.0
29845,20111018,45.0,83.0,34.0
29846,20111019,41.0,39.0,11.0
29847,20111020,25.0,25.0,10.0
29848,20111021,0.0,0.0,0.0
29849,20111022,0.0,0.0,0.0
29850,20111023,0.0,0.0,0.0
29851,20111024,0.0,0.0,0.0
29852,20111025,51.0,33.0,14.0
29853,20111026,6.0,2.0,2.0
29854,20111027,0.0,0.0,0.0
29855,20111028,0.0,-1.0,-1.0
29856,20111029,4.0,4.0,4.0
29857,20111030,0.0,0.0,0.0
29858,20111031,0.0,0.0,0.0
29859,20111101,48.0,58.0,16.0
29860,20111102,5.0,2.0,1.0
29861,20111103,0.0,-1.0,-1.0
29862,20111104,0.0,-1.0,-1.0
29863,20111105,0.0,-1.0,-1.0
29864,20111106,0.0,0.0,0.0
29865,20111107,0.0,0.0,0.0
29866,20111108,0.0,0.0,0.0
29867,20111109,0.0,0.0,0.0
29868,20111110,0.0,0.0,0.0
29869,20111111,0.0,0.0,0.0
29870,20111112,0.0,0.0,0.0
29871,20111113,0.0,0.0,0.0
29872,20111114,0.0,0.0,0.0
29873,20111115,0.0,0.0,0.0
29874,20111116,0.0,0.0,0.0
29875,20111117,0.0,0.0,0.0
29876,20111118,0.0,0.0,0.0
29877,20111119,0.0,0.0,0.0
29878,20111120,0.0,0.0,0.0
29879,20111121,0.0,0.0,0.0
29880,20111122,0.0,-1.0,-1.0
29881,20111123,1.0,1.0,1.0
29882,20111124,0.0,0.0,0.0
29883,20111125,17.0,10.0,4.0
29884,20111126,0.0,-1.0,-1.0
29885,20111127,9.0,18.0,16.0
29886,20111128,0.0,0.0,0.0
29887,20111129,35.0,19.0,10.0
29888,20111130,0.0,0.0,0.0
29889,20111201,90.0,235.0,73.0
29890,20111202,43.0,118.0,68.0
29891,20111203,74.0,84.0,25.0
29892,20111204,8.0,9.0,7.0
29893,20111205,23.0,30.0,13.0
29894,20111206,9.0,9.0,5.0
29895,20111207,34.0,82.0,40.0
29896,20111208,42.0,70.0,50.0
29897,20111209,25.0,34.0,16.0
29898,20111210,3.0,2.0,2.0
29899,20111211,0.0,0.0,0.0
29900,20111212,36.0,24.0,12.0
29901,20111213,69.0,105.0,24.0
29902,20111214,36.0,62.0,37.0
29903,20111215,74.0,68.0,27.0
29904,20111216,110.0,102.0,20.0
29905,20111217,44.0,50.0,13.0
29906,20111218,24.0,37.0,13.0
29907,20111219,62.0,38.0,11.0
29908,20111220,39.0,25.0,8.0
29909,20111221,23.0,5.0,2.0
29910,20111222,67.0,35.0,8.0
29911,20111223,45.0,33.0,14.0
29912,20111224,38.0,27.0,11.0
29913,20111225,7.0,1.0,1.0
29914,20111226,4.0,1.0,1.0
29915,20111227,0.0,0.0,0.0
29916,20111228,0.0,-1.0,-1.0
29917,20111229,49.0,45.0,15.0
29918,20111230,22.0,14.0,5.0
29919,20111231,112.0,45.0,11.0
29920,20120101,113.0,142.0,26.0
29921,20120102,0.0,-1.0,-1.0
29922,20120103,56.0,106.0,49.0
29923,20120104,75.0,80.0,15.0
29924,20120105,55.0,119.0,43.0
29925,20120106,11.0,12.0,10.0
29926,20120107,49.0,49.0,19.0
29927,20120108,0.0,-1.0,-1.0
29928,20120109,9.0,1.0,1.0
29929,20120110,0.0,0.0,0.0
29930,20120111,31.0,10.0,5.0
29931,20120112,2.0,1.0,1.0
29932,20120113,8.0,6.0,2.0
29933,20120114,0.0,0.0,0.0
29934,20120115,0.0,0.0,0.0
29935,20120116,0.0,0.0,0.0
29936,20120117,0.0,0.0,0.0
29937,20120118,62.0,34.0,14.0
29938,20120119,104.0,102.0,25.0
29939,20120120,12.0,13.0,5.0
29940,20120121,77.0,43.0,9.0
