,YYYYMMDD,DR,RH,RHX
9299,19550718,43.0,235.0,105.0
9300,19550719,0.0,0.0,0.0
9301,19550720,0.0,0.0,0.0
9302,19550721,0.0,0.0,0.0
9303,19550722,0.0,0.0,0.0
9304,19550723,0.0,0.0,0.0
9305,19550724,0.0,0.0,0.0
9306,19550725,3.0,5.0,3.0
9307,19550726,0.0,0.0,0.0
9308,19550727,0.0,0.0,0.0
9309,19550728,19.0,29.0,23.0
9310,19550729,10.0,30.0,15.0
9311,19550730,2.0,2.0,1.0
9312,19550731,0.0,0.0,0.0
9313,19550801,0.0,0.0,0.0
9314,19550802,0.0,0.0,0.0
9315,19550803,90.0,124.0,27.0
9316,19550804,27.0,26.0,11.0
9317,19550805,0.0,0.0,0.0
9318,19550806,0.0,0.0,0.0
9319,19550807,33.0,61.0,27.0
9320,19550808,36.0,41.0,13.0
9321,19550809,2.0,1.0,1.0
9322,19550810,0.0,0.0,0.0
9323,19550811,0.0,0.0,0.0
9324,19550812,12.0,80.0,59.0
9325,19550813,27.0,96.0,80.0
9326,19550814,0.0,0.0,0.0
9327,19550815,0.0,0.0,0.0
9328,19550816,0.0,0.0,0.0
9329,19550817,0.0,0.0,0.0
9330,19550818,0.0,0.0,0.0
9331,19550819,0.0,0.0,0.0
9332,19550820,0.0,0.0,0.0
9333,19550821,0.0,0.0,0.0
9334,19550822,0.0,0.0,0.0
9335,19550823,0.0,0.0,0.0
9336,19550824,0.0,0.0,0.0
9337,19550825,0.0,0.0,0.0
9338,19550826,9.0,13.0,7.0
9339,19550827,0.0,0.0,0.0
9340,19550828,1.0,4.0,2.0
9341,19550829,0.0,0.0,0.0
9342,19550830,0.0,1.0,1.0
9343,19550831,0.0,0.0,0.0
9344,19550901,0.0,2.0,1.0
9345,19550902,7.0,2.0,1.0
9346,19550903,3.0,3.0,2.0
9347,19550904,0.0,0.0,0.0
9348,19550905,61.0,86.0,25.0
9349,19550906,19.0,35.0,18.0
9350,19550907,5.0,15.0,14.0
9351,19550908,0.0,1.0,1.0
9352,19550909,5.0,6.0,5.0
9353,19550910,0.0,1.0,1.0
9354,19550911,0.0,0.0,0.0
9355,19550912,114.0,141.0,31.0
9356,19550913,32.0,89.0,34.0
9357,19550914,75.0,91.0,26.0
9358,19550915,14.0,22.0,10.0
9359,19550916,27.0,47.0,15.0
9360,19550917,13.0,13.0,6.0
9361,19550918,0.0,0.0,0.0
9362,19550919,0.0,1.0,1.0
9363,19550920,0.0,0.0,0.0
9364,19550921,0.0,0.0,0.0
9365,19550922,0.0,0.0,0.0
9366,19550923,0.0,0.0,0.0
9367,19550924,0.0,1.0,1.0
9368,19550925,34.0,34.0,10.0
9369,19550926,5.0,6.0,2.0
9370,19550927,26.0,38.0,10.0
9371,19550928,41.0,31.0,6.0
9372,19550929,0.0,1.0,1.0
9373,19550930,27.0,15.0,8.0
9374,19551001,0.0,0.0,0.0
9375,19551002,0.0,1.0,1.0
9376,19551003,0.0,0.0,0.0
9377,19551004,3.0,7.0,4.0
9378,19551005,56.0,146.0,44.0
9379,19551006,132.0,277.0,43.0
9380,19551007,50.0,67.0,15.0
9381,19551008,0.0,1.0,1.0
9382,19551009,4.0,1.0,1.0
9383,19551010,0.0,0.0,0.0
9384,19551011,0.0,0.0,0.0
9385,19551012,0.0,2.0,1.0
9386,19551013,0.0,2.0,1.0
9387,19551014,0.0,0.0,0.0
9388,19551015,47.0,42.0,14.0
9389,19551016,11.0,10.0,4.0
9390,19551017,69.0,87.0,15.0
9391,19551018,70.0,115.0,26.0
9392,19551019,9.0,9.0,6.0
9393,19551020,23.0,61.0,33.0
9394,19551021,25.0,53.0,24.0
9395,19551022,0.0,0.0,0.0
9396,19551023,70.0,27.0,5.0
9397,19551024,9.0,9.0,4.0
9398,19551025,0.0,1.0,1.0
9399,19551026,97.0,142.0,50.0
9400,19551027,31.0,28.0,8.0
9401,19551028,52.0,101.0,23.0
9402,19551029,3.0,2.0,1.0
9403,19551030,34.0,46.0,18.0
9404,19551031,0.0,2.0,1.0
9405,19551101,0.0,1.0,1.0
9406,19551102,0.0,0.0,0.0
9407,19551103,0.0,0.0,0.0
9408,19551104,9.0,6.0,3.0
9409,19551105,22.0,11.0,5.0
9410,19551106,0.0,2.0,1.0
9411,19551107,0.0,2.0,1.0
9412,19551108,36.0,32.0,12.0
9413,19551109,17.0,14.0,6.0
9414,19551110,0.0,0.0,0.0
9415,19551111,0.0,0.0,0.0
9416,19551112,0.0,0.0,0.0
9417,19551113,0.0,1.0,1.0
9418,19551114,7.0,7.0,4.0
9419,19551115,0.0,0.0,0.0
9420,19551116,16.0,4.0,1.0
9421,19551117,0.0,1.0,1.0
9422,19551118,11.0,3.0,2.0
9423,19551119,8.0,5.0,3.0
9424,19551120,17.0,13.0,7.0
9425,19551121,0.0,0.0,0.0
9426,19551122,2.0,4.0,4.0
9427,19551123,24.0,19.0,5.0
9428,19551124,9.0,17.0,7.0
9429,19551125,3.0,1.0,1.0
9430,19551126,3.0,1.0,1.0
9431,19551127,0.0,0.0,0.0
9432,19551128,3.0,3.0,3.0
9433,19551129,0.0,0.0,0.0
9434,19551130,0.0,2.0,2.0
9435,19551201,6.0,8.0,6.0
9436,19551202,0.0,1.0,1.0
9437,19551203,40.0,80.0,27.0
9438,19551204,0.0,1.0,1.0
9439,19551205,0.0,2.0,1.0
9440,19551206,20.0,5.0,3.0
9441,19551207,9.0,6.0,6.0
9442,19551208,1.0,1.0,1.0
9443,19551209,117.0,73.0,12.0
9444,19551210,85.0,75.0,18.0
9445,19551211,38.0,55.0,27.0
9446,19551212,0.0,0.0,0.0
9447,19551213,20.0,8.0,4.0
9448,19551214,53.0,90.0,32.0
9449,19551215,62.0,72.0,16.0
9450,19551216,56.0,37.0,8.0
9451,19551217,54.0,59.0,18.0
9452,19551218,2.0,1.0,1.0
9453,19551219,2.0,1.0,1.0
9454,19551220,0.0,2.0,2.0
9455,19551221,20.0,14.0,5.0
9456,19551222,0.0,0.0,0.0
9457,19551223,9.0,5.0,3.0
9458,19551224,0.0,0.0,0.0
9459,19551225,30.0,7.0,4.0
9460,19551226,65.0,94.0,30.0
9461,19551227,88.0,95.0,27.0
9462,19551228,4.0,4.0,3.0
9463,19551229,0.0,0.0,0.0
9464,19551230,3.0,3.0,2.0
9465,19551231,9.0,34.0,22.0
9466,19560101,73.0,41.0,10.0
9467,19560102,8.0,5.0,4.0
9468,19560103,0.0,0.0,0.0
9469,19560104,0.0,1.0,1.0
9470,19560105,0.0,0.0,0.0
9471,19560106,0.0,1.0,1.0
9472,19560107,0.0,3.0,2.0
9473,19560108,71.0,56.0,12.0
9474,19560109,84.0,39.0,9.0
9475,19560110,38.0,15.0,5.0
9476,19560111,14.0,11.0,2.0
9477,19560112,106.0,159.0,29.0
9478,19560113,0.0,0.0,0.0
9479,19560114,11.0,8.0,2.0
9480,19560115,11.0,5.0,3.0
9481,19560116,0.0,0.0,0.0
9482,19560117,0.0,0.0,0.0
9483,19560118,30.0,27.0,7.0
9484,19560119,40.0,22.0,8.0
9485,19560120,48.0,51.0,16.0
9486,19560121,26.0,17.0,9.0
9487,19560122,53.0,78.0,29.0
9488,19560123,169.0,244.0,33.0
9489,19560124,29.0,29.0,11.0
9490,19560125,5.0,15.0,13.0
9491,19560126,76.0,105.0,42.0
9492,19560127,8.0,3.0,2.0
9493,19560128,1.0,1.0,1.0
9494,19560129,41.0,43.0,19.0
9495,19560130,67.0,73.0,24.0
9496,19560131,0.0,0.0,0.0
9497,19560201,0.0,0.0,0.0
9498,19560202,0.0,0.0,0.0
9499,19560203,0.0,0.0,0.0
9500,19560204,0.0,1.0,1.0
9501,19560205,86.0,76.0,20.0
9502,19560206,0.0,0.0,0.0
9503,19560207,0.0,1.0,1.0
9504,19560208,29.0,21.0,7.0
9505,19560209,0.0,0.0,0.0
9506,19560210,0.0,1.0,1.0
9507,19560211,0.0,0.0,0.0
9508,19560212,65.0,27.0,11.0
9509,19560213,38.0,15.0,6.0
9510,19560214,42.0,25.0,9.0
9511,19560215,23.0,32.0,27.0
9512,19560216,0.0,0.0,0.0
9513,19560217,10.0,4.0,3.0
9514,19560218,10.0,4.0,4.0
9515,19560219,6.0,10.0,5.0
9516,19560220,0.0,2.0,1.0
9517,19560221,0.0,2.0,1.0
9518,19560222,0.0,0.0,0.0
9519,19560223,0.0,0.0,0.0
9520,19560224,0.0,1.0,1.0
9521,19560225,0.0,0.0,0.0
9522,19560226,0.0,0.0,0.0
9523,19560227,0.0,0.0,0.0
9524,19560228,16.0,9.0,5.0
9525,19560229,37.0,28.0,7.0
9526,19560301,20.0,18.0,7.0
9527,19560302,36.0,50.0,21.0
9528,19560303,8.0,3.0,3.0
9529,19560304,77.0,91.0,20.0
9530,19560305,2.0,2.0,2.0
9531,19560306,57.0,68.0,24.0
9532,19560307,0.0,0.0,0.0
9533,19560308,0.0,0.0,0.0
9534,19560309,0.0,0.0,0.0
9535,19560310,0.0,0.0,0.0
9536,19560311,0.0,0.0,0.0
9537,19560312,0.0,1.0,1.0
9538,19560313,0.0,0.0,0.0
9539,19560314,55.0,25.0,7.0
9540,19560315,0.0,0.0,0.0
9541,19560316,0.0,0.0,0.0
9542,19560317,0.0,0.0,0.0
9543,19560318,0.0,0.0,0.0
9544,19560319,3.0,2.0,2.0
9545,19560320,40.0,19.0,7.0
9546,19560321,6.0,2.0,2.0
9547,19560322,3.0,4.0,4.0
9548,19560323,0.0,0.0,0.0
9549,19560324,0.0,0.0,0.0
9550,19560325,0.0,0.0,0.0
9551,19560326,0.0,0.0,0.0
9552,19560327,0.0,0.0,0.0
9553,19560328,0.0,0.0,0.0
9554,19560329,0.0,0.0,0.0
9555,19560330,1.0,1.0,1.0
9556,19560331,4.0,1.0,1.0
9557,19560401,0.0,0.0,0.0
9558,19560402,0.0,0.0,0.0
9559,19560403,13.0,9.0,6.0
9560,19560404,7.0,8.0,3.0
9561,19560405,96.0,49.0,9.0
9562,19560406,4.0,3.0,2.0
9563,19560407,0.0,1.0,1.0
9564,19560408,11.0,4.0,3.0
9565,19560409,0.0,0.0,0.0
9566,19560410,37.0,16.0,6.0
9567,19560411,38.0,14.0,4.0
9568,19560412,40.0,33.0,13.0
9569,19560413,124.0,96.0,15.0
9570,19560414,89.0,69.0,14.0
9571,19560415,0.0,0.0,0.0
9572,19560416,0.0,0.0,0.0
9573,19560417,0.0,0.0,0.0
9574,19560418,4.0,5.0,4.0
9575,19560419,0.0,1.0,1.0
9576,19560420,0.0,1.0,1.0
9577,19560421,0.0,0.0,0.0
9578,19560422,0.0,0.0,0.0
9579,19560423,0.0,0.0,0.0
9580,19560424,0.0,0.0,0.0
9581,19560425,28.0,28.0,21.0
9582,19560426,0.0,0.0,0.0
9583,19560427,0.0,0.0,0.0
9584,19560428,0.0,0.0,0.0
9585,19560429,31.0,8.0,4.0
9586,19560430,9.0,7.0,7.0
9587,19560501,0.0,0.0,0.0
9588,19560502,3.0,13.0,13.0
9589,19560503,0.0,0.0,0.0
9590,19560504,0.0,0.0,0.0
9591,19560505,0.0,0.0,0.0
9592,19560506,0.0,0.0,0.0
9593,19560507,0.0,0.0,0.0
9594,19560508,0.0,0.0,0.0
9595,19560509,14.0,16.0,9.0
9596,19560510,16.0,38.0,25.0
9597,19560511,16.0,34.0,24.0
9598,19560512,11.0,5.0,3.0
9599,19560513,0.0,0.0,0.0
9600,19560514,0.0,0.0,0.0
9601,19560515,0.0,0.0,0.0
9602,19560516,0.0,0.0,0.0
9603,19560517,0.0,0.0,0.0
9604,19560518,7.0,15.0,15.0
9605,19560519,2.0,5.0,4.0
9606,19560520,0.0,0.0,0.0
9607,19560521,0.0,0.0,0.0
9608,19560522,0.0,0.0,0.0
9609,19560523,0.0,0.0,0.0
9610,19560524,0.0,1.0,1.0
9611,19560525,161.0,137.0,28.0
9612,19560526,11.0,2.0,1.0
9613,19560527,0.0,0.0,0.0
9614,19560528,0.0,0.0,0.0
9615,19560529,33.0,30.0,17.0
9616,19560530,14.0,4.0,2.0
9617,19560531,40.0,20.0,9.0
9618,19560601,0.0,0.0,0.0
9619,19560602,0.0,0.0,0.0
9620,19560603,9.0,12.0,8.0
9621,19560604,93.0,38.0,7.0
9622,19560605,7.0,3.0,2.0
9623,19560606,0.0,0.0,0.0
9624,19560607,23.0,92.0,63.0
9625,19560608,1.0,1.0,1.0
9626,19560609,17.0,20.0,10.0
9627,19560610,28.0,67.0,31.0
9628,19560611,115.0,149.0,41.0
9629,19560612,0.0,0.0,0.0
9630,19560613,0.0,0.0,0.0
9631,19560614,4.0,3.0,3.0
9632,19560615,0.0,0.0,0.0
9633,19560616,15.0,5.0,4.0
9634,19560617,78.0,80.0,40.0
9635,19560618,12.0,7.0,4.0
9636,19560619,14.0,11.0,6.0
9637,19560620,1.0,2.0,1.0
9638,19560621,0.0,0.0,0.0
9639,19560622,0.0,0.0,0.0
9640,19560623,0.0,0.0,0.0
9641,19560624,12.0,3.0,2.0
9642,19560625,0.0,0.0,0.0
9643,19560626,0.0,0.0,0.0
9644,19560627,0.0,0.0,0.0
9645,19560628,29.0,19.0,13.0
9646,19560629,91.0,93.0,28.0
9647,19560630,0.0,0.0,0.0
9648,19560701,27.0,16.0,8.0
9649,19560702,37.0,41.0,21.0
9650,19560703,12.0,13.0,10.0
9651,19560704,48.0,40.0,17.0
9652,19560705,19.0,28.0,10.0
9653,19560706,0.0,0.0,0.0
9654,19560707,0.0,0.0,0.0
9655,19560708,0.0,0.0,0.0
9656,19560709,34.0,182.0,88.0
9657,19560710,49.0,99.0,28.0
9658,19560711,0.0,0.0,0.0
9659,19560712,0.0,0.0,0.0
9660,19560713,0.0,0.0,0.0
9661,19560714,23.0,8.0,5.0
9662,19560715,80.0,125.0,24.0
9663,19560716,22.0,148.0,114.0
9664,19560717,0.0,0.0,0.0
9665,19560718,45.0,119.0,63.0
9666,19560719,44.0,121.0,80.0
9667,19560720,82.0,61.0,18.0
9668,19560721,0.0,0.0,0.0
9669,19560722,0.0,0.0,0.0
9670,19560723,0.0,0.0,0.0
9671,19560724,62.0,127.0,62.0
9672,19560725,0.0,0.0,0.0
9673,19560726,0.0,0.0,0.0
9674,19560727,0.0,0.0,0.0
9675,19560728,5.0,3.0,1.0
9676,19560729,33.0,65.0,29.0
9677,19560730,10.0,61.0,57.0
9678,19560731,19.0,39.0,20.0
9679,19560801,75.0,129.0,30.0
9680,19560802,89.0,90.0,18.0
9681,19560803,24.0,45.0,18.0
9682,19560804,6.0,4.0,4.0
9683,19560805,19.0,47.0,15.0
9684,19560806,0.0,0.0,0.0
9685,19560807,8.0,22.0,22.0
9686,19560808,0.0,0.0,0.0
9687,19560809,0.0,0.0,0.0
9688,19560810,0.0,0.0,0.0
9689,19560811,67.0,89.0,25.0
9690,19560812,0.0,0.0,0.0
9691,19560813,43.0,53.0,29.0
9692,19560814,4.0,3.0,2.0
9693,19560815,14.0,15.0,7.0
9694,19560816,115.0,55.0,10.0
9695,19560817,5.0,3.0,2.0
9696,19560818,26.0,82.0,40.0
9697,19560819,44.0,99.0,24.0
9698,19560820,0.0,0.0,0.0
9699,19560821,0.0,0.0,0.0
9700,19560822,0.0,0.0,0.0
9701,19560823,0.0,0.0,0.0
9702,19560824,15.0,46.0,32.0
9703,19560825,96.0,378.0,108.0
9704,19560826,9.0,15.0,5.0
9705,19560827,29.0,69.0,34.0
9706,19560828,3.0,7.0,7.0
9707,19560829,2.0,2.0,1.0
9708,19560830,7.0,5.0,2.0
9709,19560831,0.0,0.0,0.0
9710,19560901,17.0,12.0,6.0
9711,19560902,3.0,1.0,1.0
9712,19560903,56.0,28.0,8.0
9713,19560904,6.0,10.0,10.0
9714,19560905,51.0,40.0,11.0
9715,19560906,17.0,9.0,5.0
9716,19560907,8.0,41.0,34.0
9717,19560908,7.0,8.0,4.0
9718,19560909,3.0,1.0,1.0
9719,19560910,0.0,0.0,0.0
9720,19560911,56.0,142.0,38.0
9721,19560912,0.0,0.0,0.0
9722,19560913,88.0,36.0,8.0
9723,19560914,16.0,6.0,2.0
9724,19560915,0.0,1.0,1.0
9725,19560916,0.0,0.0,0.0
9726,19560917,0.0,0.0,0.0
9727,19560918,0.0,0.0,0.0
9728,19560919,0.0,0.0,0.0
9729,19560920,0.0,0.0,0.0
9730,19560921,0.0,0.0,0.0
9731,19560922,0.0,0.0,0.0
9732,19560923,0.0,0.0,0.0
9733,19560924,0.0,0.0,0.0
9734,19560925,0.0,0.0,0.0
9735,19560926,24.0,4.0,2.0
9736,19560927,8.0,2.0,1.0
9737,19560928,45.0,42.0,21.0
9738,19560929,7.0,5.0,3.0
9739,19560930,39.0,14.0,7.0
9740,19561001,31.0,48.0,30.0
9741,19561002,8.0,1.0,1.0
9742,19561003,19.0,29.0,16.0
9743,19561004,32.0,105.0,48.0
9744,19561005,60.0,158.0,49.0
9745,19561006,56.0,87.0,27.0
9746,19561007,18.0,36.0,17.0
9747,19561008,27.0,5.0,2.0
9748,19561009,0.0,0.0,0.0
9749,19561010,0.0,0.0,0.0
9750,19561011,0.0,4.0,1.0
9751,19561012,0.0,1.0,1.0
9752,19561013,0.0,0.0,0.0
9753,19561014,0.0,2.0,1.0
9754,19561015,0.0,0.0,0.0
9755,19561016,0.0,1.0,1.0
9756,19561017,64.0,36.0,12.0
9757,19561018,153.0,128.0,22.0
9758,19561019,0.0,0.0,0.0
9759,19561020,19.0,23.0,14.0
9760,19561021,0.0,2.0,1.0
9761,19561022,0.0,0.0,0.0
9762,19561023,0.0,0.0,0.0
9763,19561024,5.0,11.0,8.0
9764,19561025,24.0,18.0,6.0
9765,19561026,42.0,46.0,15.0
9766,19561027,10.0,6.0,3.0
9767,19561028,3.0,1.0,1.0
9768,19561029,58.0,25.0,6.0
9769,19561030,34.0,4.0,1.0
9770,19561031,0.0,0.0,0.0
9771,19561101,6.0,2.0,1.0
9772,19561102,80.0,58.0,15.0
9773,19561103,43.0,22.0,5.0
9774,19561104,50.0,33.0,12.0
9775,19561105,40.0,26.0,8.0
9776,19561106,0.0,0.0,0.0
9777,19561107,0.0,1.0,1.0
9778,19561108,0.0,0.0,0.0
9779,19561109,27.0,18.0,6.0
9780,19561110,0.0,0.0,0.0
9781,19561111,51.0,15.0,3.0
9782,19561112,0.0,1.0,1.0
9783,19561113,0.0,0.0,0.0
9784,19561114,76.0,49.0,9.0
9785,19561115,8.0,1.0,1.0
9786,19561116,12.0,6.0,3.0
9787,19561117,0.0,0.0,0.0
9788,19561118,0.0,2.0,1.0
9789,19561119,0.0,1.0,1.0
9790,19561120,0.0,0.0,0.0
9791,19561121,0.0,0.0,0.0
9792,19561122,0.0,0.0,0.0
9793,19561123,0.0,0.0,0.0
9794,19561124,0.0,0.0,0.0
9795,19561125,64.0,52.0,18.0
9796,19561126,14.0,9.0,4.0
9797,19561127,16.0,20.0,10.0
9798,19561128,73.0,78.0,15.0
9799,19561129,37.0,36.0,9.0
9800,19561130,0.0,2.0,1.0
9801,19561201,11.0,9.0,5.0
9802,19561202,0.0,0.0,0.0
9803,19561203,23.0,24.0,12.0
9804,19561204,0.0,0.0,0.0
9805,19561205,42.0,28.0,8.0
9806,19561206,2.0,1.0,1.0
9807,19561207,21.0,6.0,3.0
9808,19561208,36.0,22.0,9.0
9809,19561209,28.0,3.0,1.0
9810,19561210,5.0,2.0,2.0
9811,19561211,100.0,113.0,24.0
9812,19561212,78.0,56.0,22.0
9813,19561213,16.0,29.0,23.0
9814,19561214,19.0,18.0,10.0
9815,19561215,44.0,32.0,8.0
9816,19561216,21.0,9.0,3.0
9817,19561217,68.0,26.0,6.0
9818,19561218,0.0,0.0,0.0
9819,19561219,0.0,3.0,2.0
9820,19561220,0.0,0.0,0.0
9821,19561221,0.0,1.0,1.0
9822,19561222,29.0,17.0,8.0
9823,19561223,0.0,0.0,0.0
9824,19561224,0.0,0.0,0.0
9825,19561225,0.0,0.0,0.0
9826,19561226,0.0,0.0,0.0
9827,19561227,2.0,1.0,1.0
9828,19561228,2.0,2.0,2.0
9829,19561229,28.0,42.0,17.0
9830,19561230,0.0,0.0,0.0
9831,19561231,0.0,0.0,0.0
9832,19570101,87.0,46.0,11.0
9833,19570102,0.0,0.0,0.0
9834,19570103,32.0,76.0,36.0
9835,19570104,18.0,12.0,5.0
9836,19570105,7.0,3.0,2.0
9837,19570106,42.0,40.0,12.0
9838,19570107,0.0,0.0,0.0
9839,19570108,5.0,1.0,1.0
9840,19570109,24.0,7.0,3.0
9841,19570110,7.0,29.0,21.0
9842,19570111,0.0,1.0,1.0
9843,19570112,42.0,71.0,28.0
9844,19570113,60.0,34.0,7.0
9845,19570114,0.0,0.0,0.0
9846,19570115,0.0,0.0,0.0
9847,19570116,0.0,1.0,1.0
9848,19570117,0.0,1.0,1.0
9849,19570118,3.0,2.0,1.0
9850,19570119,53.0,18.0,5.0
9851,19570120,0.0,0.0,0.0
9852,19570121,0.0,0.0,0.0
9853,19570122,0.0,0.0,0.0
9854,19570123,0.0,0.0,0.0
9855,19570124,0.0,0.0,0.0
9856,19570125,0.0,0.0,0.0
9857,19570126,45.0,45.0,18.0
9858,19570127,9.0,20.0,15.0
9859,19570128,0.0,1.0,1.0
9860,19570129,8.0,5.0,5.0
9861,19570130,9.0,10.0,9.0
9862,19570131,100.0,65.0,14.0
9863,19570201,69.0,22.0,5.0
9864,19570202,91.0,18.0,3.0
9865,19570203,9.0,3.0,2.0
9866,19570204,0.0,0.0,0.0
9867,19570205,0.0,0.0,0.0
9868,19570206,3.0,1.0,1.0
9869,19570207,15.0,10.0,6.0
9870,19570208,98.0,76.0,15.0
9871,19570209,5.0,2.0,1.0
9872,19570210,29.0,29.0,11.0
9873,19570211,83.0,87.0,17.0
9874,19570212,85.0,89.0,19.0
9875,19570213,60.0,107.0,55.0
9876,19570214,53.0,87.0,25.0
9877,19570215,16.0,22.0,12.0
9878,19570216,8.0,18.0,7.0
9879,19570217,13.0,45.0,24.0
9880,19570218,2.0,1.0,1.0
9881,19570219,19.0,19.0,10.0
9882,19570220,101.0,83.0,11.0
9883,19570221,0.0,0.0,0.0
9884,19570222,0.0,0.0,0.0
9885,19570223,47.0,98.0,29.0
9886,19570224,12.0,7.0,3.0
9887,19570225,31.0,19.0,10.0
9888,19570226,8.0,20.0,16.0
9889,19570227,0.0,0.0,0.0
9890,19570228,0.0,0.0,0.0
9891,19570301,0.0,0.0,0.0
9892,19570302,0.0,0.0,0.0
9893,19570303,0.0,0.0,0.0
9894,19570304,0.0,0.0,0.0
9895,19570305,0.0,0.0,0.0
9896,19570306,54.0,25.0,8.0
9897,19570307,84.0,34.0,5.0
9898,19570308,5.0,2.0,2.0
9899,19570309,55.0,36.0,10.0
9900,19570310,0.0,0.0,0.0
9901,19570311,0.0,0.0,0.0
9902,19570312,0.0,0.0,0.0
9903,19570313,0.0,0.0,0.0
9904,19570314,26.0,6.0,2.0
9905,19570315,61.0,54.0,18.0
9906,19570316,83.0,109.0,26.0
9907,19570317,71.0,146.0,40.0
9908,19570318,13.0,16.0,14.0
9909,19570319,37.0,18.0,6.0
9910,19570320,14.0,25.0,16.0
9911,19570321,0.0,0.0,0.0
9912,19570322,0.0,0.0,0.0
9913,19570323,25.0,28.0,13.0
9914,19570324,0.0,0.0,0.0
9915,19570325,12.0,3.0,1.0
9916,19570326,13.0,4.0,1.0
9917,19570327,82.0,85.0,24.0
9918,19570328,1.0,2.0,1.0
9919,19570329,0.0,0.0,0.0
9920,19570330,0.0,0.0,0.0
9921,19570331,0.0,0.0,0.0
9922,19570401,0.0,0.0,0.0
9923,19570402,0.0,0.0,0.0
9924,19570403,0.0,1.0,1.0
9925,19570404,0.0,2.0,1.0
9926,19570405,0.0,0.0,0.0
9927,19570406,8.0,8.0,7.0
9928,19570407,0.0,0.0,0.0
9929,19570408,0.0,0.0,0.0
9930,19570409,0.0,0.0,0.0
9931,19570410,0.0,0.0,0.0
9932,19570411,0.0,0.0,0.0
9933,19570412,17.0,38.0,16.0
9934,19570413,1.0,1.0,1.0
9935,19570414,0.0,0.0,0.0
9936,19570415,0.0,0.0,0.0
9937,19570416,0.0,0.0,0.0
9938,19570417,0.0,0.0,0.0
9939,19570418,10.0,4.0,4.0
9940,19570419,22.0,32.0,22.0
9941,19570420,0.0,0.0,0.0
9942,19570421,0.0,0.0,0.0
9943,19570422,0.0,0.0,0.0
9944,19570423,0.0,0.0,0.0
9945,19570424,0.0,0.0,0.0
9946,19570425,17.0,12.0,5.0
9947,19570426,0.0,0.0,0.0
9948,19570427,0.0,0.0,0.0
9949,19570428,27.0,69.0,50.0
9950,19570429,5.0,4.0,2.0
9951,19570430,0.0,0.0,0.0
9952,19570501,0.0,0.0,0.0
9953,19570502,7.0,1.0,1.0
9954,19570503,0.0,0.0,0.0
9955,19570504,3.0,2.0,1.0
9956,19570505,64.0,140.0,25.0
9957,19570506,16.0,11.0,3.0
9958,19570507,4.0,3.0,2.0
9959,19570508,0.0,0.0,0.0
9960,19570509,0.0,0.0,0.0
9961,19570510,19.0,20.0,15.0
9962,19570511,30.0,75.0,31.0
9963,19570512,12.0,103.0,56.0
9964,19570513,8.0,15.0,13.0
9965,19570514,0.0,0.0,0.0
9966,19570515,25.0,34.0,25.0
9967,19570516,6.0,69.0,62.0
9968,19570517,0.0,0.0,0.0
9969,19570518,33.0,9.0,4.0
9970,19570519,10.0,16.0,15.0
9971,19570520,3.0,3.0,2.0
9972,19570521,15.0,15.0,9.0
9973,19570522,5.0,5.0,3.0
9974,19570523,74.0,96.0,21.0
9975,19570524,33.0,31.0,16.0
9976,19570525,0.0,0.0,0.0
9977,19570526,0.0,0.0,0.0
9978,19570527,0.0,0.0,0.0
9979,19570528,0.0,0.0,0.0
9980,19570529,0.0,0.0,0.0
9981,19570530,0.0,0.0,0.0
9982,19570531,0.0,0.0,0.0
9983,19570601,0.0,0.0,0.0
9984,19570602,0.0,0.0,0.0
9985,19570603,0.0,0.0,0.0
9986,19570604,25.0,23.0,8.0
9987,19570605,14.0,13.0,6.0
9988,19570606,0.0,0.0,0.0
9989,19570607,6.0,7.0,4.0
9990,19570608,23.0,19.0,12.0
9991,19570609,0.0,2.0,1.0
9992,19570610,18.0,50.0,46.0
9993,19570611,49.0,40.0,20.0
9994,19570612,0.0,0.0,0.0
9995,19570613,0.0,0.0,0.0
9996,19570614,0.0,0.0,0.0
9997,19570615,0.0,0.0,0.0
9998,19570616,0.0,0.0,0.0
9999,19570617,0.0,0.0,0.0
10000,19570618,29.0,57.0,31.0
10001,19570619,30.0,39.0,20.0
10002,19570620,0.0,0.0,0.0
10003,19570621,0.0,0.0,0.0
10004,19570622,0.0,0.0,0.0
10005,19570623,0.0,0.0,0.0
10006,19570624,9.0,10.0,8.0
10007,19570625,21.0,70.0,29.0
10008,19570626,4.0,14.0,12.0
10009,19570627,0.0,0.0,0.0
10010,19570628,0.0,0.0,0.0
10011,19570629,1.0,1.0,1.0
10012,19570630,0.0,0.0,0.0
10013,19570701,10.0,78.0,62.0
10014,19570702,0.0,0.0,0.0
10015,19570703,5.0,47.0,46.0
10016,19570704,0.0,0.0,0.0
10017,19570705,0.0,0.0,0.0
10018,19570706,11.0,125.0,81.0
10019,19570707,0.0,0.0,0.0
10020,19570708,0.0,0.0,0.0
10021,19570709,0.0,0.0,0.0
10022,19570710,11.0,13.0,8.0
10023,19570711,0.0,0.0,0.0
10024,19570712,41.0,112.0,52.0
10025,19570713,0.0,0.0,0.0
10026,19570714,0.0,0.0,0.0
10027,19570715,3.0,5.0,4.0
10028,19570716,24.0,141.0,48.0
10029,19570717,6.0,7.0,7.0
10030,19570718,40.0,172.0,71.0
10031,19570719,15.0,47.0,42.0
10032,19570720,18.0,21.0,7.0
10033,19570721,0.0,0.0,0.0
